[210]		一	×一
[3594]		輸	⿰{車,⿱{⿵{人,一},刖}}(⿰{車,兪})
[3595]		輻	⿰{車,畐}
[3597]		辨	⿲{⿻⿱{立,𠂇},⿰{ノ,丿},辛}(⿻⿲{辡,⿰{ノ,丿}})
[3598]		避	⿺{⻌,辟}
[3599]		還	⿺{⻌,⿱{罒,⿱{一,⿻⿱{口,𧘇}}}}
[3600]		醍	⿰{酉,是}
[3601]		醐	⿰{酉,胡}
[3602]		醒	⿰{酉,星}
[3603]		醗	⿰{酉,発}
[3604]		鋸	⿰{金,居}
[3605]		鋼	⿰{金,岡}
[3606]		錆	⿰{金,靑}
[3607]		錐	⿰{金,隹}
[3608]		錘	⿰{金,垂}
[3609]		錠	⿰{金,定}
[3610]		錦	⿰{金,帛}
[3611]		錨	⿰{金,苗}
[3612]		錫	⿰{金,易}
[3613]		錬	⿰{金,東}
[3614]		錯	⿰{金,昔}
[3615]		録	⿰{金,⿻⿱{彐,氺}}
[3616]		隣	⿰{阝,粦}
[3617]		隷	⿰{⿱{士,示},隶}
[3618]		鞘	⿰{革,⿻⿱{𡭔,月}}
[3619]		頭	⿰{豆,頁}
[3620]		頷	⿰{含,頁}
[3621]		頼	⿰{束,頁}
[3622]		頽	⿰{⿱{禾,⿻⿰{丿,⿻⿱{一,レ}}},頁}
[3623]		館	⿰{⻟,官}
[3624]		駢	⿰{馬,并}
[3625]		駱	⿰{馬,各}
[3626]		骸	⿰{骨,亥}
[3627]		髭	⿱{髟,此}
[3628]		髷	⿱{髟,曲}
[3629]		髻	⿱{髟,吉}
[3630]		鬨	⿵{鬥,共}
[3631]		鮎	⿰{魚,占}
[3632]		鮑	⿰{魚,⿹{勹,巳}}(⿰{魚,包})
[3633]		鴉	⿰{牙,鳥}
[3634]		鴛	⿱{⿰{夕,⺋},鳥}
[3635]		鴦	⿵{央,鳥}
[3636]		鴨	⿰{甲,鳥}
[3637]		鴫	⿰{田,鳥}
[3638]		鴬	⿱{⿻⿱{⺍,冖},鳥}
[3639]		麺	⿺{麦,面}
[3640]		龍	⿰{⿱{立,月},⿻⿸{⿻⿱{⿻⿱{⿻⿱{ノ,𠃑},一},乚},二}}
[3643]		償	⿰{亻,賞}
[3644]		優	⿰{亻,憂}
[3645]		儲	⿰{亻,諸}
[3646]		厳	⿸{⿻⿱{⺍,厂},敢}
[3647]		嚇	⿰{口,赫}
[3648]		嬰	⿱{賏,女}
[3649]		嬲	⿲{男,女,男}
[3650]		孺	⿰{孑,需}
[3651]		嶺	⿱{山,領}
[3652]		嶽	⿱{山,獄}
[3653]		彌	⿰{弓,爾}
[3654]		徽	⿰{彳,⿰{⿱{山,系},攵}}
[3655]		懃	⿱{勤,心}
[3656]		懇	⿱{貇,心}
[3657]		懦	⿰{忄,需}
[3658]		戴	⿹{⿻↖{戈,十},異}
[3659]		擡	⿰{扌,臺}
[3660]		擦	⿰{扌,察}
[3661]		擧	⿵{與,手}
[3662]		擬	⿰{扌,疑}
[3663]		擯	⿰{扌,⿱{宀,⿻⿱{⿻⿱{⿹{丅,ノ},ノ},貝}}}(⿰{扌,賓})
[3664]		擱	⿰{扌,閣}
[3665]		斂	⿰{僉,攵}
[3666]		曖	⿰{日,愛}
[3667]		曙	⿰{日,署}
[3668]		朦	⿰{月,蒙}
[3669]		橿	⿰{木,畺}
[3670]		檀	⿰{木,亶}
[3671]		檄	⿰{木,敫}
[3672]		檜	⿰{木,會}
[3673]		檣	⿰{木,⿱{⿻×{土,从},回}}(⿰{木,⿱{⿻⿱{⿻×{十,从},一},回}})
[3674]		櫛	⿰{木,⿱{⺮,⿰{⿻⿸{⿻⿰{⿻⿱{′,丨},ヨ},二},卩}}}
[3675]		濡	⿰{氵,需}
[3676]		濤	⿰{氵,壽}
[3677]		濯	⿰{氵,⿱{⿰{ヨ,ヨ},隹}}
[3678]		濱	⿰{氵,⿱{宀,⿻⿱{⿻⿱{⿹{丅,ノ},ノ},貝}}}
[3679]		瀞	⿰{氵,靜}
[3680]		燐	⿰{火,粦}
[3681]		燦	⿰{火,粲}
[3682]		燧	⿰{火,⿵{八,豕}}
[3683]		燭	⿰{火,蜀}
[3684]		爵	⿻⿱{⿻⿱{⺤,罒},⿰{⿻⿸{⿻⿰{∃,レ},ヽ},寸}}
[3685]		牆	⿰{爿,⿱{⿻×{土,从},回}}(⿰{爿,⿱{⿻⿱{⿻×{十,从},一},回}})
[3686]		犠	⿰{牜,義}
[3687]		獰	⿰{犭,寧}
[3688]		環	⿰{𤣩,⿱{⿱{罒,一},⿻⿱{口,𧘇}}}
[3689]		瓢	⿰{票,瓜}
[3690]		療	⿸{疒,尞}
[3691]		癇	⿸{疒,間}
[3692]		癈	⿸{疒,發}
[3693]		癌	⿸{疒,嵒}
[3694]		瞥	⿱{敝,目}
[3695]		瞭	⿰{目,尞}
[3696]		瞰	⿰{目,敢}
[3697]		瞳	⿰{目,童}
[3698]		矯	⿰{失,喬}
[3699]		磯	⿰{石,幾}
[3700]		篠	⿱{⺮,條}
[3701]		篳	⿱{⺮,畢}
[3702]		簀	⿱{⺮,責}
[3703]		簇	⿱{⺮,族}
[3704]		簒	⿱{⺮,⿵{⿻⿱{目,大},⿰{ノ,厶}}}
[3705]		簗	⿱{⺮,梁}
[3706]		糜	⿸{⿸{广,⿰{𣎳,𣎳}},米}
[3707]		糞	⿵{米,異}
[3708]		糟	⿰{米,曹}
[3709]		糠	⿰{米,康}
[3710]		縮	⿰{糸,宿}
[3711]		縲	⿰{糸,累}
[3712]		縷	⿰{糸,婁}
[3713]		縹	⿰{糸,票}
[3714]		縺	⿰{糸,車}
[3715]		績	⿰{糸,責}
[3716]		繃	⿰{糸,崩}
[3717]		繊	⿰{糸,⿹{⿻↖{十,戈},业}}
[3718]		繋	⿱{⿰{車,殳},糸}
[3719]		罅	⿰{缶,虖}
[3721]		翳	⿱{殹,羽}
[3722]		翼	⿱{羽,異}
[3723]		聯	⿰{耳,⿱{⿰{幺,幺},丱}}
[3724]		聰	⿰{耳,悤}
[3725]		聳	⿱{從,耳}
[3726]		聴	⿰{耳,⿱{⿻⿱{十,罒},心}}
[3727]		膺	⿸{广,⿱{⿰{亻,隹},月}}
[3728]		膾	⿰{月,會}
[3729]		膿	⿰{月,農}
[3730]		臀	⿱{殿,月}
[3731]		臆	⿰{月,意}
[3732]		艱	⿰{⿱{廿,⿻⿸{⿻×{⿱{⿻口,二},丿},乀}},艮}
[3733]		薩	⿱{⺾,⿰{阝,⿸{⿱{⿱{亠,㐅},厂},生}}}
[3734]		藁	⿱{蒿,木}(⿳{⺾,高,木})
[3735]		螺	⿰{虫,累}
[3736]		螻	⿰{虫,婁}
[3737]		螽	⿱{冬,⿰{虫,虫}}
[3738]		蟄	⿱{執,虫}
[3739]		蟋	⿰{虫,悉}
[3740]		覧	⿱{⿰{臣,⿱{𠂉,一}},見}
[3741]		謄	⿰{月,⿵{龹,言}}
[3742]		謗	⿰{言,旁}
[3743]		謙	⿰{言,兼}
[3744]		講	⿰{言,冓}
[3745]		謝	⿰{言,射}
[3746]		謹	⿰{言,菫}
[3747]		谿	⿰{奚,谷}
[3749]		豁	⿰{害,谷}
[3750]		購	⿰{貝,冓}
[3751]		賽	⿵{⿱{宀,⿻⿱{𠀎,八}},貝}
[3752]		趨	⿺{走,芻}
[3753]		蹈	⿰{⻊,舀}
[3754]		蹉	⿰{⻊,差}
[3755]		蹊	⿰{⻊,奚}
[3756]		蹌	⿰{⻊,倉}
[3757]		輾	⿰{車,展}
[3759]		輿	⿻⿱{⿻⿱{⿲{⿻⿸{⿻⿱{ノ,丨},二},車,⿻⿹{𠃍,二}},一},ハ}
[3760]		遽	⿺{⻍,豦}
[3761]		邀	⿺{⻍,敫}
[3762]		邁	⿺{⻍,萬}
[3763]		邂	⿺{⻍,解}
[3764]		醜	⿰{酉,鬼}
[3765]		醤	⿱{将,酉}
[3766]		鍋	⿰{金,咼}
[3767]		鍍	⿰{金,度}
[3768]		鍔	⿰{金,咢}
[3769]		鍛	⿰{金,段}
[3770]		鍜	⿰{金,叚}
[3771]		鍬	⿰{金,秋}
[3772]		鍵	⿰{金,建}
[3773]		鍾	⿰{金,重}
[3774]		闇	⿵{門,音}
[3775]		闊	⿵{門,活}
[3776]		闍	⿵{門,者}
[3777]		霜	⿱{⻗,相}
[3778]		霞	⿱{⻗,叚}
[3779]		鞠	⿰{革,匊}
[3780]		頻	⿰{歩,頁}
[3781]		顆	⿰{果,頁}
[3782]		颶	⿺{風,⿱{且,ハ}}
[3783]		餞	⿰{⻞,戔}
[3784]		馘	⿰{首,或}
[3785]		駸	⿰{馬,⿱{⺕,又}}
[3786]		駻	⿰{馬,⿱{日,千}}
[3787]		駿	⿰{馬,夋}
[3788]		鮟	⿰{魚,安}
[3789]		鮨	⿰{魚,旨}
[3790]		鮫	⿰{魚,交}
[3791]		鮭	⿰{魚,圭}
[3792]		鮮	⿰{魚,羊}
[3793]		鴻	⿰{氵,⿰{工,鳥}}
[3794]		鵄	⿰{至,鳥}
[3795]		鼾	⿰{⿱{⿱{自,田},⿻⿱{一,⿱{丿,丨}}},干}(⿰{鼻,干})
[3796]		齋	⿻⿵{齊,小}
[3797]		齢	⿰{歯,令}
[3801]		叢	⿻⿱{业,⿻⿱{⺷,取}}
[3802]		嚠	⿰{口,劉}
[3803]		嚢	⿱{⿱{⿻⿱{⿻×{⿱{一,口},丨},冖},ハ},⿻⿱{𠀎,𧘇}}
[3804]		懲	⿱{徴,心}
[3805]		擲	⿰{扌,鄭}
[3806]		擽	⿰{扌,樂}
[3807]		擾	⿰{扌,憂}
[3808]		斃	⿱{敝,死}
[3809]		旛	⿰{方,⿱{𠂉,番}}
[3810]		曜	⿰{日,⿱{⿰{∃,∃},隹}}(⿰{日,翟})
[3811]		檳	⿰{木,⿻⿱{⿱{宀,⿻⿱{⿹{丅,ノ},ノ}},貝}}(⿰{木,賓})
[3812]		殯	⿰{歹,⿻⿱{⿱{宀,⿻⿱{⿹{丅,ノ},ノ}},貝}}(⿰{歹,賓})
[3813]		濫	⿰{氵,監}
[3814]		濾	⿰{氵,慮}
[3815]		瀉	⿰{氵,⿱{宀,⿹{臼,⿻⿱{勹,灬}}}}
[3816]		瀑	⿰{氵,暴}
[3817]		燻	⿰{火,熏}
[3818]		瓊	⿰{𤣩,⿱{⿻⿱{⺈,内},⿻⿱{目,夂}}}
[3820]		癒	⿸{疒,愈}(⿸{疒,⿱{⿵{⿵{人,一},刖},心}})
[3821]		瞬	⿰{目,舜}
[3822]		瞽	⿱{鼓,目}
[3823]		礎	⿰{石,楚}
[3825]		禮	⿰{⺬,豊}
[3826]		禰	⿰{⺬,爾}
[3827]		穢	⿰{禾,⿻⿱{止,⿻⿵{戊,⿻⿱{⿹{丅,ノ},ノ}}}}
[3828]		穫	⿰{禾,蒦}
[3829]		簡	⿱{⺮,間}
[3830]		糧	⿰{米,量}
[3831]		織	⿰{糸,戠}
[3832]		繕	⿰{糸,善}
[3833]		繙	⿰{糸,番}
[3834]		繚	⿰{糸,尞}
[3835]		繧	⿰{糸,雲}
[3836]		繭	⿱{⺾,⿸{⿹{⿻×{冂,丨},糸},虫}}
[3838]		翹	⿺{堯,羽}
[3839]		翻	⿰{番,羽}
[3840]		職	⿰{耳,戠}
[3841]		臍	⿰{月,齊}
[3842]		臑	⿰{月,需}
[3843]		臨	⿰{巨,⿱{𠂉,品}}
[3844]		藍	⿱{⺾,監}
[3845]		藝	⿱{蓺,云}
[3846]		藤	⿱{⺾,滕}
[3847]		藩	⿱{⺾,潘}
[3848]		藪	⿱{⺾,數}
[3849]		蟠	⿰{虫,番}
[3850]		蟯	⿰{虫,堯}
[3851]		襟	⿰{⻂,禁}
[3852]		覆	⿱{⻃,復}
[3853]		覲	⿰{菫,見}
[3854]		観	⿰{⿻⿱{⿱{𠂉,一},隹},見}
[3855]		謦	⿱{殸,言}
[3856]		謫	⿰{言,啇}
[3857]		謬	⿰{言,翏}
[3858]		謳	⿰{言,區}
[3859]		贄	⿱{執,貝}
[3860]		贅	⿱{敖,貝}
[3861]		贈	⿰{貝,曽}
[3862]		蹣	⿰{⻊,⿻⿱{廿,⿻×{巾,从}}}
[3863]		轆	⿰{車,鹿}
[3864]		鎌	⿰{金,兼}
[3865]		鎖	⿰{金,⿻⿱{⺌,貝}}
[3866]		鎗	⿰{金,倉}
[3867]		鎧	⿰{金,豈}
[3868]		鎭	⿰{金,眞}
[3869]		鎮	⿰{金,真}
[3870]		闖	⿵{門,馬}
[3871]		闘	⿵{門,尌}
[3872]		雛	⿰{芻,隹}
[3873]		離	⿰{离,隹}
[3874]		難	⿰{⿱{⺾,⿻⿸{⿻⿱{⿱{口,二},丿},乀}},隹}
[3875]		鞣	⿰{革,柔}
[3876]		鞭	⿰{革,便}
[3877]		韓	⿰{龺,韋}
[3878]		題	⿺{是,頁}
[3879]		額	⿰{客,頁}
[3880]		顎	⿰{咢,頁}
[3881]		顔	⿰{彦,頁}
[3882]		顕	⿰{⿻⿱{日,业},頁}
[3883]		類	⿰{⿱{米,大},頁}
[3884]		馥	⿰{香,⿱{𠂉,⿻⿱{日,夂}}}
[3885]		騎	⿰{馬,奇}
[3886]		騏	⿰{馬,其}
[3887]		騒	⿰{馬,⿱{又,虫}}
[3888]		験	⿰{馬,⿵{人,⿸{⿻×{⿱{一,口},丿},乀}}}(⿰{馬,⿵{人,吏}})
[3889]		魍	⿺{鬼,罔}
[3890]		鯉	⿰{魚,里}
[3891]		鵜	⿰{弟,鳥}
[3892]		鵞	⿱{我,鳥}
[3893]		鵠	⿰{告,鳥}
[3894]		鼬	⿺{鼠,由}
[3896]		龜	⿻⿱{⺈,⻱}
[3899]		嚥	⿰{口,燕}
[3900]		嚮	⿱{鄕,向}
[3901]		壜	⿰{土,曇}
[3902]		壟	⿱{龍,土}
[3903]		寵	⿱{宀,龍}
[3904]		懶	⿰{忄,賴}
[3905]		攀	⿱{樊,手}
[3906]		曝	⿰{日,暴}
[3907]		曠	⿰{日,廣}
[3908]		櫓	⿰{木,魯}
[3909]		瀝	⿰{氵,歴}
[3910]		瀟	⿰{氵,蕭}
[3911]		瀧	⿰{氵,龍}
[3912]		瀬	⿰{氵,頼}
[3913]		爆	⿰{火,暴}
[3914]		犢	⿰{牛,賣}
[3915]		礪	⿰{石,厲}
[3916]		簸	⿱{⺮,⿰{其,皮}}
[3917]		簾	⿱{⺮,廉}
[3918]		簿	⿱{⺮,溥}
[3919]		繰	⿰{糸,喿}
[3920]		羅	⿱{罒,維}
[3921]		羸	⿱{吂,⿲{月,羊,凡}}(⿱{吂,⿻⿲{⿻⿰{肌,丶},羊}})
[3922]		羹	⿱{羔,美}
[3923]		臓	⿰{月,蔵}
[3924]		臘	⿰{月,巤}
[3925]		艤	⿰{舟,義}
[3926]		艨	⿰{舟,蒙}
[3927]		艶	⿰{豊,色}
[3929]		藹	⿱{⺾,⿰{言,⿻⿹{⿻⿱{日,勹},兦}}}
[3930]		藺	⿱{⺾,⿵{門,隹}}
[3931]		藻	⿱{⺾,澡}
[3932]		蘆	⿱{⺾,盧}
[3933]		蘇	⿱{⺾,穌}
[3934]		蘊	⿱{⺾,縕}
[3935]		蘭	⿱{⺾,⿵{門,東}}
[3936]		蟷	⿰{虫,當}
[3937]		蟹	⿱{解,虫}
[3938]		蟻	⿰{虫,義}
[3939]		蟾	⿰{虫,詹}
[3940]		襦	⿰{⻂,需}
[3941]		覇	⿱{⻃,⿰{革,月}}
[3942]		譏	⿰{言,義}
[3943]		識	⿰{言,⿹{⿻↖{⿱{亠,丷},戈},日}}(⿰{言,⿻⿰{音,戈}})
[3944]		譚	⿰{言,⿱{⻃,早}}(⿰{言,覃})
[3945]		譜	⿰{言,普}
[3946]		警	⿱{敬,言}
[3947]		贋	⿸{厂,⿱{⿰{亻,隹},貝}}
[3948]		蹲	⿰{⻊,尊}
[3949]		蹴	⿰{⻊,就}
[3950]		蹶	⿰{⻊,厥}
[3951]		躇	⿰{⻊,著}
[3952]		轍	⿰{車,⿰{育,攵}}
[3953]		鏑	⿰{金,啇}
[3954]		鏖	⿸{鹿,金}
[3955]		鏡	⿰{金,竟}
[3956]		鏤	⿰{金,婁}
[3957]		霧	⿱{⻗,務}
[3958]		靡	⿸{麻,非}
[3959]		韻	⿰{音,員}
[3960]		願	⿰{原,頁}
[3961]		顛	⿰{真,頁}
[3962]		饂	⿰{⻞,⿱{囚,皿}}
[3963]		騙	⿰{馬,扁}
[3964]		騨	⿰{馬,単}
[3965]		髄	⿰{骨,⿺{⻌,有}}
[3966]		鯖	⿰{魚,靑}
[3967]		鯛	⿰{魚,周}
[3968]		鯨	⿰{魚,京}
[3969]		鯰	⿰{魚,念}
[3970]		鵡	⿰{武,鳥}
[3971]		鵬	⿰{朋,鳥}
[3972]		鵯	⿰{卑,鳥}
[3973]		鶉	⿰{享,鳥}
[3974]		鶏	⿰{⿱{⺤,夫},鳥}
[3975]		麒	⿰{鹿,其}
[3976]		麗	⿱{丽,鹿}
[3979]		巌	⿱{山,厳}
[3980]		懸	⿱{縣,心}
[3981]		懺	⿰{忄,韱}
[3982]		攘	⿰{扌,襄}
[3983]		朧	⿰{月,龍}
[3984]		欄	⿰{木,闌}
[3985]		瀕	⿰{氵,頻}
[3986]		瀰	⿰{氵,彌}
[3987]		瀾	⿰{氵,闌}
[3988]		矍	⿱{瞿,又}
[3989]		競	⿰{⿱{立,兄},⿱{立,兄}}
[3990]		籍	⿱{⺮,耤}
[3991]		糯	⿰{米,需}
[3992]		繻	⿰{糸,需}
[3993]		繽	⿰{糸,⿻⿱{⿱{宀,⿻⿱{⿹{丅,ノ},ノ}},貝}}(⿰{糸,賓})
[3994]		罌	⿱{賏,缶}
[3995]		耀	⿰{光,翟}
[3996]		臙	⿰{月,燕}
[3997]		蘚	⿱{⺾,鮮}
[3998]		蠕	⿰{虫,需}
[3999]		蠣	⿰{虫,厲}
[4000]		襤	⿰{⻂,監}
[4001]		譫	⿰{言,詹}
[4002]		譬	⿱{辟,言}
[4003]		議	⿰{言,義}
[4004]		譲	⿰{言,裏}
[4005]		護	⿰{言,蒦}
[4006]		躁	⿰{⻊,喿}
[4007]		辮	⿲{辛,糸,辛}(⿻⿲{辡,糸})
[4008]		醵	⿰{酉,豦}
[4009]		醸	⿰{酉,裏}
[4010]		鐘	⿰{金,童}
[4011]		闡	⿵{門,單}
[4012]		韜	⿰{韋,舀}
[4013]		響	⿱{郷,音}
[4014]		飄	⿰{票,風}
[4015]		饅	⿰{⻞,曼}
[4016]		馨	⿱{殸,香}
[4017]		騰	⿰{月,⿵{⿻⿱{丷,夫},馬}}(⿰{月,鮝})
[4018]		驀	⿵{莫,馬}
[4019]		鰍	⿰{魚,秋}
[4020]		鰐	⿰{魚,咢}
[4021]		鹹	⿰{鹵,咸}
[4022]		齟	⿰{齒,且}
[4025]		囀	⿰{口,轉}
[4026]		囁	⿰{口,聶}
[4027]		囂	⿻×{頁,㗊}
[4028]		囃	⿰{口,雜}
[4029]		囈	⿰{口,藝}
[4030]		巍	⿱{山,魏}
[4031]		櫺	⿰{木,霝}
[4032]		櫻	⿰{木,⿱{䀠,女}}
[4033]		殲	⿰{歹,韱}
[4034]		爛	⿰{火,闌}
[4035]		瓔	⿰{𤣩,⿱{䀠,女}}
[4036]		癩	⿸{疒,⿰{束,負}}
[4037]		癪	⿸{疒,積}
[4038]		籐	⿱{⺮,滕}
[4039]		纏	⿰{糸,廛}
[4040]		艦	⿰{舟,監}
[4041]		蠢	⿱{春,⿰{虫,虫}}
[4042]		譴	⿰{言,⿺{⻍,⿱{⿻⿱{中,一},㠯}}}(⿰{言,遣})
[4043]		贔	⿱{貝,賏}
[4044]		躊	⿰{⻊,壽}
[4045]		躍	⿰{⻊,翟}(⿰{⻊,⿱{⿰{∃,∃},隹}})
[4046]		轟	⿱{車,⿰{車,車}}
[4047]		鐵	⿰{金,⿹{哉,王}}
[4048]		露	⿱{⻗,路}
[4049]		霹	⿱{⻗,辟}
[4051]		顧	⿹{頁,雇}
[4052]		饐	⿰{⻞,喜}
[4053]		饑	⿰{⻞,幾}
[4054]		饒	⿰{⻞,堯}
[4055]		騾	⿰{馬,累}
[4056]		驃	⿰{馬,票}
[4057]		鬘	⿱{髟,曼}
[4058]		魑	⿺{鬼,离}
[4059]		魔	⿸{麻,鬼}
[4060]		鰭	⿰{魚,耆}
[4061]		鰯	⿰{魚,弱}
[4062]		鶯	⿱{⿱{⿰{火,火},冖},鳥}
[4063]		鶴	⿰{隺,鳥}
[4065]		鶸	⿰{弱,鳥}
[4066]		鶺	⿰{脊,鳥}
[4067]		麝	⿸{鹿,射}
[4068]		黯	⿰{黑,音}
[4069]		齎	⿵{齊,貝}
[4070]		齧	⿱{⿰{丰,刀},齒}
[4073]		儼	⿰{亻,嚴}
[4074]		彎	⿱{⿲{⺯,言,⺯},弓}
[4075]		籠	⿱{⺮,龍}
[4076]		羇	⿱{罒,⿰{革,奇}}
[4077]		聾	⿱{龍,耳}
[4078]		襲	⿱{龍,衣}
[4079]		覿	⿰{賣,見}
[4080]		讀	⿰{言,賣}
[4081]		讃	⿰{言,賛}
[4082]		贓	⿰{貝,臧}
[4083]		贖	⿰{貝,賣}
[4084]		躑	⿰{⻊,鄭}
[4085]		躓	⿰{⻊,質}
[4086]		轡	⿱{⿲{糸,車,糸},口}
[4087]		轢	⿰{車,樂}
[4088]		霽	⿱{⻗,齊}
[4090]		韃	⿰{革,⿺{⻍,⿻⿱{幸,一}}}
[4091]		顫	⿰{亶,頁}
[4092]		饗	⿱{鄕,食}
[4093]		驍	⿰{馬,堯}
[4094]		驕	⿰{馬,喬}
[4095]		驚	⿱{敬,馬}
[4096]		鬚	⿱{髟,須}
[4097]		鬻	⿱{粥,鬲}
[4098]		鰻	⿰{魚,曼}
[4099]		鱈	⿰{魚,雪}
[4100]		龕	⿱{合,龍}
[4103]		攣	⿱{⿲{⺯,言,⺯},手}
[4104]		攪	⿰{扌,覺}
[4105]		攫	⿰{扌,矍}
[4106]		籤	⿱{⺮,韱}
[4107]		罐	⿰{缶,雚}
[4108]		蠱	⿱{蟲,皿}
[4109]		躙	⿰{⻊,⿵{門,隹}}
[4110]		轤	⿰{車,盧}
[4111]		邏	⿺{⻍,羅}
[4112]		鑑	⿰{金,監}
[4113]		髑	⿰{骨,蜀}
[4114]		鰹	⿰{魚,堅}
[4115]		鱒	⿰{魚,尊}
[4116]		鷦	⿰{焦,馬}
[4117]		鷲	⿱{就,鳥}
[4118]		黐	⿰{黍,离}
[4119]		黴	⿰{彳,⿰{⿱{⿱{山,一},黑},攵}}
[4122]		癲	⿸{疒,顚}
[4123]		羈	⿱{罒,⿰{革,馬}}
[4124]		艷	⿰{豐,色}
[4125]		讒	⿰{言,毚}
[4126]		軈	⿰{身,應}
[4127]		顰	⿱{頻,卑}
[4128]		驟	⿰{馬,聚}
[4129]		鬢	⿱{髟,⿱{⿻⿱{⿹{⿱{宀,丅},ノ},ノ},貝}}(⿱{髟,賓})
[4130]		魘	⿱{厭,鬼}
[4131]		鱗	⿰{魚,粦}
[4132]		鷹	⿸{广,⿱{⿰{亻,隹},鳥}}
[4133]		鷺	⿱{路,鳥}
[4134]		麟	⿰{鹿,粦}
[4135]		齲	⿰{齒,禹}
[4136]		齷	⿰{齒,屋}
[4139]		糶	⿰{⿱{出,米},翟}
[4140]		顱	⿰{盧,百}
[4141]		鼈	⿱{敝,黽}
[4144]		讚	⿰{言,贊}
[4145]		顴	⿰{雚,頁}
[4146]		驢	⿰{馬,盧}
[4147]		驥	⿰{馬,冀}
[4150]		鑽	⿰{金,贊}
[4153]		鸚	⿰{⿱{朋,女},鳥}
[4156]		鬱	⿱{⿲{木,缶,木},⿱{冖,⿰{鬯,彡}}}(⿱{⿻⿲{林,缶},⿱{冖,⿰{鬯,彡}}})
[4162]		亠	⿱{丶,一}
[4163]		凵	⿻⿰{㇄,丨}
[4164]		丅	⿱{一,丨}
[4165]		コ	⿻⿱{㇆,一}
[4166]		冂	⿰{丨,㇆}
[4167]		$1	⿻⿱{一,㇉}
[4168]		$3	⿻×{一,亅}
[4169]		$4	⿱{乛,亅}
[4170]		$6	⿰{丿,丨}
[4171]		$8	⿻×{一,㇂}
[4172]		⺋	⿻⿱{㇆,乚}
[4173]		$7	⿻⿱{⺀,㇀}
[4174]		〹	⿻⿱{⿻⿰{丨,𠃍},一}
[4175]		$11	⿻×{⿻⿱{⿻×{二,⿰{丨,丨}},一},丨}
[4176]		$9	⿱{丷,田}
[4180]		亅	×亅
[4181]		乚	×乚
[4182]		丿	×丿
[4183]		乁	×乁
[4184]		丨	×丨
[4185]		丶	×丶
[4186]		乀	×乀
[4187]		乜	⿻×{㇆,乚}
[4188]		亠	⿻⿱{丶,一}
[4189]		匸	⿻⿱{一,㇄}
[4190]		凵	⿻⿰{𠃊,丨}
[4191]		丅	⿻⿱{一,丨}
[4192]		冂	⿻⿰{丨,㇆}
[4193]		厶	⿻⿰{レ,ヽ}
[4194]		亻	⿻⿱{ノ,丨}
[4195]		厂	⿻⿱{一,丿}
[4196]		儿	⿰{丿,乚}
[4197]		丄	⿻⿱{丨,一}
[4198]		冖	⿻⿰{ノ,乛}
[4199]		刂	⿻⿰{丨,亅}
[4200]		勹	⿻⿰{ノ,㇆}
[4201]		丩	⿻⿰{レ,丨}
[4202]		乂	⿻×{ノ,乀}
[4203]		卩	⿻⿰{丨,㇆}
[4204]		丂	⿻⿱{一,㇉}
[4205]		匚	⿻⿱{一,𠃊}
[4206]		冫	⿱{丶,㇀}
[4207]		廾	⿻×{一,⿰{丿,丨}}
[4208]		亼	⿻⿱{人,一}
[4209]		尢	⿻⿸{⿻×{一,丿},乚}
[4210]		尸	⿻⿰{丿,コ}
[4211]		幺	⿻⿱{𡿨,厶}
[4212]		囗	⿻⿱{冂,一}
[4213]		弋	⿺{⿻×{一,㇂},丶}
[4214]		夂	⿻×{⿻⿰{ノ,㇇},乀}
[4215]		广	⿻⿱{丶,厂}
[4216]		扌	⿻×{⿻×{一,亅},㇀}(×才)(×手)
[4217]		氵	⿱{丶,冫}
[4218]		犭	⿻×{⿻⿱{ノ,㇁},ノ}
[4219]		宀	⿱{丶,冖}
[4220]		乇	⿻⿱{ノ,七}
[4221]		于	⿻×{丁,一}(×干)
[4222]		巛	⿲{𡿨,𡿨,𡿨}
[4223]		彐	⿻⿱{⿻⿱{𠃍,一},一}
[4224]		忄	⿻⿲{⿰{ノ,ヽ},丨}
[4225]		勺	⿹{勹,丶}
[4226]		彳	⿱{ノ,亻}
[4227]		亍	⿱{一,丁}
[4228]		兀	⿻⿱{一,儿}
[4229]		卂	⿹{⺄,十}
[4230]		夨	⿻⿸{⿻×{一,㇉},乀}(⿻⿱{𠃑,大})
[4231]		彡	⿳{ノ,ノ,ノ}
[4232]		廴	⿻×{㇋,乀}
[4233]		阝	⿻⿰{㇌,丨}
[4234]		刄	⿻×{刀,乀}
[4235]		彑	⿻⿱{⿻×{𠃊,𠃍},一}
[4236]		兦	⿺{㇄,入}
[4237]		䒑	⿻⿱{丷,一}
[4238]		戈	⿻×{弋,ノ}
[4239]		礻	⿻⿸{⿻⿱{⿻⿱{亠,ノ},丨},ヽ}
[4240]		氶	⿻⿱{乛,水}
[4241]		帀	⿻⿱{一,巾}
[4242]		卬	⿰{⿻⿱{ノ,レ},卩}
[4243]		尹	⿻⿱{⺕,丿}
[4244]		开	⿻×{丌,一}
[4245]		歹	⿻⿱{一,夕}
[4246]		厃	⿻⿱{⺈,厂}
[4247]		丬	⿻⿰{ン,丨}
[4248]		毋	⿻×{⿻×{⿻×{𠃊,㇆},丨},一}()
[4249]		气	⿳{𠂉,一,⺄}
